750,760.1,734,729.1,732.8,723.3,773.3,768.8,776.1,783.1,739.2,773.4,740.2,743,749.3,742.7,777,740.2,3664.9,70554.4,101988.7,116374.6,116918.8,118047.7,119181,61371.6,23616.3,8513.8,2948,1826.3,1024.4,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750
100750,100760.1,100734,100729.1,100732.8,100723.3,100773.3,100768.8,100776.1,100783.1,100739.2,100773.4,100740.2,100743,100749.3,100742.7,100777,100740.2,103664.9,170554.4,201988.7,216374.6,216918.8,218047.7,219181,161371.6,123616.3,108513.8,102948,101826.3,101024.4,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750,100750
